category,element,variable,statistic,unit,year,value
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2058,2.4776860636
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2059,2.5160911660000003
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2060,2.5510531942
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2061,2.5833985922
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2062,2.6157923843
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2063,2.64806453875
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2064,2.68291731565
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2065,2.7180124101
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2066,2.75629763575
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2067,2.7979904608
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2068,2.8386225369
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2069,2.87692801925
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2070,2.9129789225
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2071,2.94591664645
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2072,2.97869400285
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2073,3.0122352304
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2074,3.0471842175
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2075,3.078561451
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2076,3.109909111
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2077,3.141945848
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2078,3.179193119
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2079,3.219611759
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2080,3.255098985
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2081,3.290777634
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2082,3.329301779
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2083,3.362492905
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2084,3.394332247
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2085,3.423240121
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2086,3.451809898
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2087,3.483129029
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2088,3.51318935
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2089,3.545535665
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2090,3.580236848
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2091,3.613663532
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2092,3.647940128
